is_desc,desc_len,desc_count,desc_avg,word_credit,word_debt,word_card(s),word_payment,word_high,word_time,word_monthly,word_home,word_money,word_consolidation,word_good,word_car,word_loan,word_interest,word_consolidate,word_rate(s),word_pay,word_years,word_bills,word_job,word_lower,word_plan,word_free,word_never
1.76E-03,-7.63E-06,1.02E-04,1.03E-03,-1.13E-03,-1.12E-03,-1.26E-03,-4.68E-04,1.30E-03,1.06E-03,1.09E-04,-2.24E-03,-3.89E-03,-1.27E-03,1.20E-03,-8.82E-04,4.44E-03,-3.78E-04,-2.00E-04,6.70E-03,-3.19E-04,3.94E-03,-7.38E-03,2.86E-03,-1.18E-03,2.73E-03,-2.43E-03,1.98E-03
